Price,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,JNJ,PFE,JNJ,PFE,JNJ,PFE,JNJ,PFE,JNJ,PFE,JNJ,PFE
Date,,,,,,,,,,,,
2011-03-11,41.11724090576172,11.358795166015625,59.689998626708984,18.47248649597168,59.869998931884766,18.54838752746582,59.11000061035156,18.311195373535156,59.2400016784668,18.349145889282227,10426600,42162846
2011-03-14,40.73149108886719,11.55715274810791,59.130001068115234,18.795066833496094,59.4900016784668,19.22201156616211,58.91999816894531,18.453510284423828,59.4900016784668,18.453510284423828,11775000,178653000
2011-03-15,40.28373718261719,11.527983665466309,58.47999954223633,18.74762725830078,58.84000015258789,18.842504501342773,58.02000045776367,18.282732009887695,58.790000915527344,18.377609252929688,16016800,83471530
2011-03-16,39.718875885009766,11.259620666503906,57.65999984741211,18.311195373535156,58.56999969482422,18.690702438354492,57.5,18.168880462646484,58.56999969482422,18.63377571105957,16995600,73658685
2011-03-17,40.04263687133789,11.59799575805664,58.130001068115234,18.861480712890625,58.380001068115234,18.918405532836914,57.900001525878906,18.48197364807129,58.209999084472656,18.52941131591797,12456000,62159861
2011-03-18,40.345741271972656,11.773014068603516,58.56999969482422,19.14611053466797,58.689998626708984,19.25047492980957,58.099998474121094,18.946868896484375,58.560001373291016,19.165084838867188,14371900,84152730
2011-03-21,40.52482604980469,11.656331062316895,58.83000183105469,18.956356048583984,59.15999984741211,19.33586311340332,58.66999816894531,18.908918380737305,58.66999816894531,19.2789363861084,10692700,50203390
2011-03-22,40.49729537963867,11.6329927444458,58.790000915527344,18.918405532836914,59.150001525878906,19.060720443725586,58.70000076293945,18.804553985595703,58.79999923706055,18.927894592285156,10151800,48384186
2011-03-23,40.449066162109375,11.62132740020752,58.720001220703125,18.899431228637695,58.88999938964844,18.965843200683594,58.5,18.728652954101562,58.720001220703125,18.861480712890625,9899800,36327480
2011-03-24,40.66259765625,11.843017578125,59.029998779296875,19.25996208190918,59.08000183105469,19.3168888092041,58.72999954223633,18.795066833496094,58.97999954223633,18.975332260131836,8655800,52057692
2011-03-25,40.6281623840332,11.872188568115234,58.97999954223633,19.30739974975586,59.09000015258789,19.44971466064453,58.650001525878906,19.25996208190918,59.0099983215332,19.30739974975586,8077400,40498474
2011-03-28,40.8072624206543,11.825517654418945,59.2400016784668,19.23149871826172,59.29999923706055,19.41176414489746,58.97999954223633,19.165084838867188,58.97999954223633,19.37381362915039,8382500,30095494
2011-03-29,40.79347610473633,11.889688491821289,59.220001220703125,19.33586311340332,59.310001373291016,19.354839324951172,58.93000030517578,19.079696655273438,58.97999954223633,19.079696655273438,9280300,35652393
2011-03-30,40.9036979675293,11.866354942321777,59.380001068115234,19.29791259765625,59.72999954223633,19.516128540039062,59.2400016784668,19.26944923400879,59.34000015258789,19.440227508544922,10736400,40616944
2011-03-31,40.814151763916016,11.84885311126709,59.25,19.26944923400879,59.70000076293945,19.468690872192383,59.209999084472656,19.18406105041504,59.209999084472656,19.23149871826172,9680200,43272602
2011-04-01,40.97946548461914,11.889688491821289,59.4900016784668,19.33586311340332,59.63999938964844,19.392789840698242,59.060001373291016,19.2125244140625,59.630001068115234,19.30739974975586,9908000,29555741
2011-04-04,41.43409729003906,11.983037948608398,60.150001525878906,19.4876651763916,60.18000030517578,19.554079055786133,59.459999084472656,19.392789840698242,59.5,19.497154235839844,9415100,44705832
2011-04-05,41.193016052246094,11.930526733398438,59.79999923706055,19.40227699279785,59.959999084472656,19.506641387939453,59.47999954223633,19.33586311340332,59.75,19.440227508544922,10557700,33540810
